outbreak,date,naive_frequentist,naive_frequentist_lower,naive_frequentist_upper,naive_bayes_own_data,naive_bayes_own_data_lower,naive_bayes_own_data_upper,naive_bayes_historical,naive_bayes_historical_lower,naive_bayes_historical_upper,resolved_frequentist,resolved_frequentist_lower,resolved_frequentist_upper,resolved_bayes_own_data,resolved_bayes_own_data_lower,resolved_bayes_own_data_upper,resolved_bayes_historical,resolved_bayes_historical_lower,resolved_bayes_historical_upper,delay_adjusted_bayes_historical,delay_adjusted_bayes_historical_lower,delay_adjusted_bayes_historical_upper,delay_adjusted_bayes_own_data,delay_adjusted_bayes_own_data_lower,delay_adjusted_bayes_own_data_upper,delay_adjusted_frequentist,delay_adjusted_frequentist_lower,delay_adjusted_frequentist_upper
Uganda2022,2022-09-21,0.5,0.01257911709342505,0.9874208829065749,0.5,0.09429932405024609,0.9057006759497539,0.5908620705325782,0.2665169796912456,0.8486856265257505,1.0,0.025,1.0,0.7071067811865475,0.15811388300841897,0.9874208829065749,0.801048989465803,0.2722702809980995,0.998819700469444,0.700113022858064,0.1551014233324431,0.984422658787498,0.6637167523653297,0.14034893191146727,0.9812313440173384,,,
Uganda2022,2022-09-22,0.14285714285714285,0.0036102968619005833,0.5787231970431952,0.20113119260500997,0.031854026249944226,0.5265096708752065,0.4006487385720181,0.1281972640920601,0.6459435793556663,1.0,0.025,1.0,0.7071067811865475,0.15811388300841897,0.9874208829065749,0.801048989465803,0.2722702809980995,0.998819700469444,0.6899122102676414,0.15062324586268075,0.9831531153535307,0.662309942895368,0.14083113468681144,0.9815690528929937,,,
Uganda2022,2022-09-23,0.36363636363636365,0.10926344381909811,0.6920952849883228,0.37852862424520206,0.15165222980843013,0.6511244935811844,0.47510840979472974,0.2431750515654745,0.6866084122677469,1.0,0.3976353643835253,1.0,0.8705505632961241,0.4781762498950185,0.9949492366205319,0.8897194351068404,0.5294572987848957,0.999523713097858,0.6869396325309285,0.3315712097620114,0.9434941067474906,0.7089759316629413,0.32347430825949214,0.9771626370929326,0.6667000000000001,0.28090000000000004,0.9351
Uganda2022,2022-09-24,0.26666666666666666,0.07787154629104358,0.5510032410369705,0.285885924234422,0.11016995471711757,0.5237708198961273,0.39671433006864754,0.18509708385230297,0.5989925854434452,1.0,0.3976353643835253,1.0,0.8705505632961241,0.4781762498950185,0.9949492366205319,0.8897194351068404,0.5294572987848957,0.999523713097858,0.4667520233011756,0.20371511878681903,0.7610566461313182,0.49088577619107165,0.19165176753161384,0.8862571998387003,0.4,0.1457,0.6999000000000001
Uganda2022,2022-09-25,0.2777777777777778,0.09694921252555934,0.5348019655830561,0.29322017994366456,0.1257606358729833,0.5120293453458726,0.38965622562189706,0.19047558797250713,0.5823233502818614,1.0,0.4781762498950185,1.0,0.8908987181403393,0.5407418735600995,0.9957892554855106,0.9020317853581981,0.5863664625417921,0.9995403418695957,0.43540135594125395,0.19444367965765655,0.711471312148609,0.4457600597784018,0.19082379026450516,0.8224649572569268,0.3846,0.159,0.6519
Uganda2022,2022-09-26,0.2631578947368421,0.09146578490766653,0.5120293453458726,0.278804554030665,0.11893159040572766,0.49104587170795744,0.37509780906542695,0.18260039091650773,0.5658936565475795,1.0,0.4781762498950185,1.0,0.8908987181403393,0.5407418735600995,0.9957892554855106,0.9020317853581981,0.5863664625417921,0.9995403418695957,0.3668842101368085,0.16132866107836466,0.619122291827292,0.3693355924012356,0.15325779833290268,0.7149013872904691,0.3125,0.1254,0.5554
Uganda2022,2022-09-27,0.25,0.08657146910143461,0.49104587170795744,0.2657397269914126,0.11280940392194076,0.4716598276546214,0.3617038490027221,0.1755980744304721,0.5533418341406661,1.0,0.4781762498950185,1.0,0.8908987181403393,0.5407418735600995,0.9957892554855106,0.9020317853581981,0.5863664625417921,0.9995403418695957,0.3422684306292043,0.1500481128917194,0.5825210382768609,0.34640594284596793,0.14233117459801214,0.6759800516971853,0.29410000000000003,0.11710000000000001,0.5289
Uganda2022,2022-09-28,0.19230769230769232,0.06554810873678249,0.3935055279393219,0.20741922665997647,0.08621693994756671,0.38082987909399446,0.2992593889473111,0.14020986351253206,0.48499335678504407,0.7142857142857143,0.2904208637373427,0.9633074338239145,0.6794810327025238,0.3491442055871758,0.9147665858627464,0.7162686856406577,0.40022418134306054,0.9245237592601524,0.32211874703456905,0.14084546239977397,0.5514800640819569,0.3264564316850914,0.13325954676981133,0.6426419522940474,0.2778,0.10990000000000001,0.5048
Uganda2022,2022-09-29,0.19444444444444445,0.08194363976520887,0.36024801617502533,0.20541263067495286,0.09826563583544924,0.35155237836925407,0.2776861977136291,0.14447217577369054,0.44041491427219354,0.7777777777777778,0.39990642628368783,0.9718550265221018,0.7414252767150369,0.4439045376923585,0.9332604888222655,0.7641411510541969,0.49062457350843186,0.9429040094185734,0.3314988188599837,0.16767077322915133,0.5315310869273641,0.3303718495728181,0.16051654925724307,0.5756196061312878,0.2917,0.1374,0.4882
Uganda2022,2022-09-30,0.2222222222222222,0.10115053034491275,0.39151764915738135,0.23218935501233565,0.11772517430710795,0.3821364917715494,0.30216972915084095,0.16731257718302373,0.4623954997832365,0.8,0.4439045376923585,0.9747892736731666,0.7642144733641716,0.4822441476398273,0.9397822658270933,0.7818058320137906,0.5218653649981716,0.9487110637545493,0.27973923320451033,0.14140095831729899,0.4600312140968624,0.2805943445778584,0.13609211104848815,0.48876358243831397,0.25,0.12300000000000001,0.41550000000000004
Uganda2022,2022-10-01,0.21951219512195122,0.10560803322606103,0.3761374654340026,0.22838351983644914,0.12051618649217988,0.3681156339319763,0.2910772304700525,0.1662162367984593,0.4411286487472939,0.6923076923076923,0.3857383382492956,0.9090796054279033,0.6742488447137873,0.4189647428163391,0.8724015701408404,0.697970711982046,0.4504799364039464,0.8820936571263688,0.3105809637262029,0.16154147240197128,0.4853261047574119,0.3054798703002135,0.15482161440071704,0.5031224158012297,0.2813,0.14650000000000002,0.44970000000000004
Uganda2022,2022-10-02,0.20930232558139536,0.10044114667792947,0.3604247520941668,0.21808126690981042,0.11473351393859559,0.35304505677824954,0.2800662364477873,0.1588949381573439,0.4266740964004744,0.6923076923076923,0.3857383382492956,0.9090796054279033,0.6742488447137873,0.4189647428163391,0.8724015701408404,0.697970711982046,0.4504799364039464,0.8820936571263688,0.2737383150432568,0.14078592073515545,0.4348747722932852,0.26962079022088353,0.13621987550545436,0.448936137348082,0.25,0.129,0.40540000000000004
Uganda2022,2022-10-03,0.20930232558139536,0.10044114667792947,0.3604247520941668,0.21808126690981042,0.11473351393859559,0.35304505677824954,0.2800662364477873,0.1588949381573439,0.4266740964004744,0.6923076923076923,0.3857383382492956,0.9090796054279033,0.6742488447137873,0.4189647428163391,0.8724015701408404,0.697970711982046,0.4504799364039464,0.8820936571263688,0.25782582865262915,0.13234759729977602,0.41337385506430124,0.25515521651853723,0.12850004054993197,0.42477354835981007,0.2368,0.1217,0.38630000000000003
Uganda2022,2022-10-04,0.23255813953488372,0.11755357110870183,0.38630821183958336,0.24063271436089817,0.1319274379336468,0.3784429475655193,0.29911304436997094,0.17679533295776684,0.44554286463396925,0.5882352941176471,0.32924715394675735,0.8155630382160532,0.5817737444400044,0.3574512058930626,0.7846984926127001,0.6089041121573718,0.3922541643061249,0.7996111661145335,0.28351954952011416,0.1519848225205829,0.43746352369326996,0.2858695580141147,0.14984313298387053,0.4654869765148161,0.2632,0.14170000000000002,0.41550000000000004
Uganda2022,2022-10-05,0.23255813953488372,0.11755357110870183,0.38630821183958336,0.24063271436089817,0.1319274379336468,0.3784429475655193,0.29911304436997094,0.17679533295776684,0.44554286463396925,0.5882352941176471,0.32924715394675735,0.8155630382160532,0.5817737444400044,0.3574512058930626,0.7846984926127001,0.6089041121573718,0.3922541643061249,0.7996111661145335,0.27967520825289427,0.14971799672555264,0.43231358955470633,0.28307398099262066,0.14823877782816922,0.4608174200547557,0.2632,0.14170000000000002,0.41550000000000004
Uganda2022,2022-10-06,0.22727272727272727,0.11473351393859559,0.3784429475655193,0.23532500859410022,0.12882281460350803,0.37088755259948797,0.2935257449339541,0.17294104855603548,0.43824335626597394,0.5555555555555556,0.30757165899875616,0.7846984926127001,0.5516992414927309,0.3349978440117354,0.7555253105338039,0.579486393755162,0.3633239232519708,0.7697408821673817,0.27685331459154433,0.14845436849402752,0.42934381463276655,0.2805035398427326,0.14587585757168564,0.45714967583782884,0.2564,0.1378,0.406
Uganda2022,2022-10-07,0.22727272727272727,0.11473351393859559,0.3784429475655193,0.23532500859410022,0.12882281460350803,0.37088755259948797,0.2935257449339541,0.17294104855603548,0.43824335626597394,0.5555555555555556,0.30757165899875616,0.7846984926127001,0.5516992414927309,0.3349978440117354,0.7555253105338039,0.579486393755162,0.3633239232519708,0.7697408821673817,0.2695966211465445,0.14432585412014304,0.41853677036845977,0.27318177439483576,0.1414387339524916,0.44754373549259857,0.25,0.1341,0.397
Uganda2022,2022-10-08,0.22727272727272727,0.11473351393859559,0.3784429475655193,0.23532500859410022,0.12882281460350803,0.37088755259948797,0.2935257449339541,0.17294104855603548,0.43824335626597394,0.5555555555555556,0.30757165899875616,0.7846984926127001,0.5516992414927309,0.3349978440117354,0.7555253105338039,0.579486393755162,0.3633239232519708,0.7697408821673817,0.26697883220819263,0.14266343019445493,0.4152107030679268,0.2710239394938829,0.1404427213243632,0.44371715725527683,0.25,0.1341,0.397
Uganda2022,2022-10-09,0.3541666666666667,0.22160593291183364,0.5054317445633696,0.3581192983431254,0.23422415553661113,0.49638719771946427,0.39694582967823777,0.26710543063088255,0.5290238708384677,0.5483870967741935,0.36034232716081716,0.7268350139962649,0.5463837865282273,0.37662573159009394,0.7090601770939847,0.5672172442820773,0.3995507304213773,0.7248482931842206,0.4382204057389073,0.28520980941330615,0.5888246195833019,0.441653172804387,0.2905833314476518,0.6203025760088701,0.42500000000000004,0.2801,0.5792
Uganda2022,2022-10-10,0.35185185185185186,0.22681188409847144,0.493762138240782,0.35543077630334696,0.23813837921348288,0.48581495093931865,0.3907206249721026,0.26821335432187543,0.5154754317313888,0.5757575757575758,0.39215301618788523,0.7452381772653041,0.5728043184253931,0.4069694329708481,0.728149803585133,0.5912287498203426,0.429639868709936,0.7409566233131442,0.45076734500798976,0.3058237914748538,0.5930596366491834,0.4518223026386833,0.30075796366849783,0.6271228812459725,0.4318,0.29250000000000004,0.5789000000000001
Uganda2022,2022-10-11,0.35185185185185186,0.22681188409847144,0.493762138240782,0.35543077630334696,0.23813837921348288,0.48581495093931865,0.3907206249721026,0.26821335432187543,0.5154754317313888,0.5757575757575758,0.39215301618788523,0.7452381772653041,0.5728043184253931,0.4069694329708481,0.728149803585133,0.5912287498203426,0.429639868709936,0.7409566233131442,0.40619154906297295,0.27166436032597946,0.5417868677233839,0.4065389180351591,0.26715867076409283,0.5736927133905055,0.38780000000000003,0.2597,0.5273
Uganda2022,2022-10-12,0.35185185185185186,0.22681188409847144,0.493762138240782,0.35543077630334696,0.23813837921348288,0.48581495093931865,0.3907206249721026,0.26821335432187543,0.5154754317313888,0.5757575757575758,0.39215301618788523,0.7452381772653041,0.5728043184253931,0.4069694329708481,0.728149803585133,0.5912287498203426,0.429639868709936,0.7409566233131442,0.4018716345877539,0.26871611253646405,0.5364624416551609,0.40205239107640445,0.2643101551533714,0.5685443630509651,0.38780000000000003,0.2597,0.5273
Uganda2022,2022-10-13,0.3448275862068966,0.22490093436633676,0.4811973151235634,0.3483229691339795,0.23554466501853066,0.47392911445192437,0.38355436753761224,0.2675301814562539,0.5099524376467444,0.5128205128205128,0.34780220935734085,0.6758192190343923,0.5123953363322076,0.3612801352640621,0.6619821862627655,0.531006377937185,0.38172204083012,0.6772341251604006,0.4159351191267367,0.2777953556596721,0.5524944342069117,0.41770834764387554,0.28099814812671414,0.5779625988131417,0.4,0.2718,0.5382
Uganda2022,2022-10-14,0.3620689655172414,0.2399208194063017,0.4988210204910023,0.3651758332794635,0.2504395692613039,0.49131585970166125,0.39847715733643346,0.28139063271986214,0.5247418287907111,0.4883720930232558,0.3330513538648937,0.6453532269489863,0.4887228268012248,0.3456115734972565,0.6331024834071655,0.5058129554599632,0.36207451254545814,0.6478356425583639,0.41144787778534264,0.2775569340900798,0.5448695939267704,0.41394050401837634,0.2819276175505865,0.5675704069474485,0.3962,0.2718,0.5304
Uganda2022,2022-10-15,0.3620689655172414,0.2399208194063017,0.4988210204910023,0.3651758332794635,0.2504395692613039,0.49131585970166125,0.39847715733643346,0.28139063271986214,0.5247418287907111,0.4883720930232558,0.3330513538648937,0.6453532269489863,0.4887228268012248,0.3456115734972565,0.6331024834071655,0.5058129554599632,0.36207451254545814,0.6478356425583639,0.407995935458652,0.2757116629295309,0.5401375645891224,0.4108302352602156,0.2793894924784723,0.5640516462317817,0.3962,0.2718,0.5304
