reference_cfr,exposed_cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci,n,method,hazard_ratio,lower_ci,upper_ci,n_events,family,n_reference,n_exposed,reference_km_cfr,exposed_km_cfr,n_deaths,n_recoveries
0.7320261437903057,0.8148148148148133,1.610714285718735,0.9176210593393183,2.8273114308060543,1.1130952380960633,0.9821725226218088,1.261469834001056,288,naive,,,,,,,,,,,
0.8057553956834396,0.8593749999999809,1.4732142857141808,0.7676619619575906,2.8272344328456445,1.0665457589285658,0.9577637939230692,1.1876830833510081,267,resolved,,,,,,,,,,,
,,,,,,,,288,competing_risks_hr,1.3585860873676212,1.041052052955219,1.772972015711742,222.0,,,,,,,
0.7368,0.8148000000000001,1.5716155085443335,0.8935072882012015,2.7643594398313076,1.1058631921824105,0.9764261332322522,1.2524586942133642,288,delay_adjusted,,,,,gamma,153.0,135.0,,,,
,,1.5032651472559795,0.8738598569491696,2.5860051643109054,1.0741243240144467,0.9773658544658005,1.180461807794681,288,kaplan_meier_ghani,,,,,,153.0,135.0,0.7938682322243966,0.8527131782945737,,
0.7408463414144957,0.8148274546375631,1.5392822488087388,0.8687882744507325,2.7272350596532506,1.0998602666806934,0.9700538881054823,1.247036500812814,288,parametric_mixture,,,,,gamma,153.0,135.0,,,222.0,45.0
