reference_cfr,exposed_cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci,n,method,hazard_ratio,lower_ci,upper_ci,n_events,family,n_reference,n_exposed
0.6764705882352132,0.5757575757575756,0.649068322981606,0.23963977906929176,1.758012336409051,0.851119894598257,0.5856024814239191,1.237025282439931,67,naive,,,,,,,
,,,,,,,,67,competing_risks_hr,0.7039677279827009,0.38305576028318283,1.2937295647891156,42.0,,,
0.6765,0.6786,1.0096584096462675,0.34624339643611063,2.944200855993894,1.0031042128603103,0.710429240936112,1.4163522612501682,64,delay_adjusted,,,,,gamma,34.0,30.0
