age,ref_age,cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci
0.16,37.0,0.6729345802594534,0.6740836231638138,0.18514200257648541,2.454271449451015,0.8934040234097548,0.5942528470110618,1.3431500632421536
0.8755555555555556,37.0,0.6693068144691416,0.6630947053459665,0.1911447700239033,2.3003223588218966,0.8885877148886453,0.5981205375702581,1.3201153905508145
1.5911111111111111,37.0,0.6658712277830731,0.6529079154317239,0.1972992477001312,2.160620230449645,0.8840265479369882,0.6022536948524515,1.297630789378306
2.306666666666667,37.0,0.6626313921273285,0.6434916217331594,0.20360781688114438,2.0337208737054078,0.8797252647291723,0.6066412128337754,1.275740132767524
3.0222222222222226,37.0,0.6595905878334345,0.6348168551006982,0.2100729097935865,1.918345587329243,0.875688220311691,0.6112718461036626,1.254482541737435
3.737777777777778,37.0,0.6567518149453413,0.6268571606138318,0.2166970265389735,1.8133608295827828,0.8719193976145558,0.616134225728802,1.2338925581309275
4.453333333333334,37.0,0.6541178045573365,0.6195884632690497,0.22348275579734234,1.7177605603012158,0.8684224225037817,0.6212168792383695,1.2140003420897967
5.1688888888888895,37.0,0.6516910300194234,0.6129889467112996,0.23043279996395427,1.6306508832466842,0.8652005786579148,0.626508255541707,1.194831887191561
5.884444444444445,37.0,0.6494737178593513,0.6070389441544088,0.23755000546739824,1.5512366711802605,0.8622568220683812,0.6319967556333491,1.1764092466873286
6.6000000000000005,37.0,0.6474678582833122,0.6017208407272686,0.24483739912119168,1.4788099018578107,0.8595937949804623,0.6376707699825848,1.158750764738821
7.315555555555556,37.0,0.6456752151301615,0.5970189865670931,0.25229823147296804,1.4127394720156332,0.8572138391087557,0.6435187235409306,1.1418713070480446
8.03111111111111,37.0,0.6440973351667154,0.5929196200595148,0.2599360282340588,1.3524622894328586,0.8551190079778354,0.6495291293241899,1.12578248579215
8.746666666666668,37.0,0.6427355566241483,0.5894108006983935,0.26775465099526546,1.2974754712517176,0.8533110782553749,0.6556906515267868,1.1104928743117881
9.462222222222223,37.0,0.6415910168876651,0.5864823511066798,0.2757583685582525,1.247329500671015,0.8517915599611416,0.6619921790923409,1.0960082075529003
10.177777777777779,37.0,0.6406646592634284,0.5841258078241097,0.28395194033123017,1.2016222145485438,0.8505617054509301,0.6684229105798994,1.0823315648351302
