reference_cfr,exposed_cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci,n,method,hazard_ratio,lower_ci,upper_ci,n_events,family,n_reference,n_exposed
0.6041666666666666,0.7499999999994437,1.965517241373477,0.3584754800890468,10.776910111611409,1.2413793103439068,0.7829019320115994,1.9683469016232829,56,naive,,,,,,,
,,,,,,,,56,competing_risks_hr,1.0961441169718777,0.45348038063754964,2.6495786289206595,35.0,,,
0.6042000000000001,0.8571000000000001,3.9291113361125736,0.43783977078706915,35.259281868837164,1.4185700099304865,0.970716879454446,2.073046132879794,56,delay_adjusted,,,,,gamma,48.0,8.0
