age,ref_age,hazard_ratio,hr_lower_ci,hr_upper_ci
0.16,37.0,2.228938870128883,0.9842450778277929,5.047694521100436
0.8755555555555556,37.0,2.0676051126366786,0.9572716788483197,4.465807352563188
1.5911111111111111,37.0,1.9243677083441855,0.9314358543883184,3.975787553668704
2.306666666666667,37.0,1.7969405553994955,0.9066748828309452,3.5613596679301773
3.0222222222222226,37.0,1.6833666136857248,0.8829342298748627,3.209438551808514
3.737777777777778,37.0,1.5819662746263567,0.8601679304240798,2.9094519866851516
4.453333333333334,37.0,1.4912944674948343,0.8383389847782141,2.6528161390097567
5.1688888888888895,37.0,1.4101049277990183,0.8174197091998131,2.4325274825457184
5.884444444444445,37.0,1.337320352976859,0.7973919671760333,2.2428439213149676
6.6000000000000005,37.0,1.2720074104357664,0.7782471996711665,2.0790345958034417
7.315555555555556,37.0,1.213355755383961,0.7599861748577841,1.937182856515621
8.03111111111111,37.0,1.1606603707173933,0.7426183940587562,1.8140306070135552
8.746666666666668,37.0,1.1133066661202768,0.7261611224759096,1.7068549864000249
9.462222222222223,37.0,1.0707578745577895,0.7106380583992731,1.6133704244747038
10.177777777777779,37.0,1.0325443662603966,0.6960777061381409,1.53165064603362
10.893333333333334,37.0,0.9982545669000731,0.6825115655312141,1.4600663646794685
11.60888888888889,37.0,0.9675272209394248,0.6699722834565415,1.397235298196464
12.324444444444445,37.0,0.9400447854826903,0.6584919220247022,1.3419818363087639
13.040000000000001,37.0,0.9155277762775345,0.6481004816853231,1.2933042526925018
13.755555555555556,37.0,0.8937299173319102,0.6388247795958275,1.25034781155399
14.471111111111112,37.0,0.874433970142653,0.6306877336497987,1.2123824950811872
15.186666666666667,37.0,0.8574481387638279,0.6237080516636552,1.1787843827067197
15.902222222222223,37.0,0.8426029636643634,0.6179002828353014,1.1490199537021584
16.61777777777778,37.0,0.8297486311753073,0.6132751603097338,1.1226327682823136
17.333333333333336,37.0,0.8187526368245243,0.6098401507737533,1.0992321175583093
18.04888888888889,37.0,0.8094977504207964,0.6076001273215504,1.0784833288712319
18.764444444444447,37.0,0.8018802387216779,0.6065580914344653,1.0600994798893197
19.48,37.0,0.7958083081787042,0.6067158845240578,1.0438343210068686
20.195555555555558,37.0,0.7912007358273538,0.6080748454925233,1.029476238022484
20.91111111111111,37.0,0.787985661064077,0.6106363856721099,1.0168431109115126
21.62666666666667,37.0,0.7860995149820306,0.6144024649359835,1.0057779431587568
22.342222222222222,37.0,0.7854860672470914,0.6193759622359798,0.9961451516651401
23.05777777777778,37.0,0.7860955732904605,0.6255609404173226,0.9878274208338761
23.773333333333337,37.0,0.7878840069600678,0.63296280930618,0.980723036640806
24.48888888888889,37.0,0.7908123657816366,0.6415883933029494,0.9747436275360597
25.204444444444448,37.0,0.7948460376914364,0.6514459105779234,0.9698122489913229
25.92,37.0,0.7999542195663014,0.662544870922954,0.9658617574240435
26.63555555555556,37.0,0.8061093791343026,0.6748958987360835,0.9628334271185109
27.351111111111113,37.0,0.8132867529367882,0.6885104867872445,0.9606757706609246
28.06666666666667,37.0,0.8214638739591265,0.7034006855335843,0.9593435293683926
28.782222222222224,37.0,0.8306201233787184,0.7195787319616727,0.9587968052930524
29.49777777777778,37.0,0.8407363016162314,0.7370566213230001,0.9590003107041917
30.213333333333335,37.0,0.8517942145379733,0.7558456247585692,0.9599227145782814
30.928888888888892,37.0,0.8637762712597217,0.7759557557158643,0.9615360686422371
31.644444444444446,37.0,0.8766650905586991,0.7973951882711786,0.9638152979961625
32.36,37.0,0.8904431134224854,0.820169630997885,0.9667377433578418
33.07555555555555,37.0,0.9050922197614699,0.8442816608770614,0.9702827435831635
33.79111111111111,37.0,0.9205933477935471,0.8697300229382414,0.9744312483759231
34.50666666666667,37.0,0.9369261150833552,0.8965089028489188,0.9791654520503096
35.22222222222222,37.0,0.9540684406893887,0.9246071815430914,0.9844684398842293
35.937777777777775,37.0,0.9719961683455338,0.9540076831881836,0.9903238390293306
36.653333333333336,37.0,0.9906826910825548,0.984686430327371,0.9967154661451738
37.36888888888889,37.0,1.0100985781821434,1.0036269639171922,1.0166119228835022
38.08444444444444,37.0,1.0302112058525128,1.0110414184145076,1.0497444608436028
38.8,37.0,1.0509843935200462,1.0189409488544765,1.0840355338201764
39.51555555555556,37.0,1.0723780481447864,1.0273062607835346,1.1194273042449017
40.23111111111111,37.0,1.0943478194857745,1.0361161529741536,1.1558522146147292
40.946666666666665,37.0,1.116844769761195,1.0453469675091513,1.193232752867786
41.66222222222222,37.0,1.1398150616622549,1.0549719716274981,1.2314814134710104
42.37777777777778,37.0,1.1631996691814643,1.0649606590216882,1.270500894959645
43.093333333333334,37.0,1.1869341161967863,1.075277957535081,1.3101845772244278
43.80888888888889,37.0,1.210948248202633,1.0858833298062605,1.3504173234583636
44.52444444444444,37.0,1.2351660429851812,1.0967297536415042,1.3910766519081468
45.24,37.0,1.2595054663898204,1.1077625701942853,1.4320343208451387
45.955555555555556,37.0,1.2838783796083102,1.1189181909952903,1.473158365724164
46.67111111111111,37.0,1.3081905046070226,1.1301226603290055,1.5143156193733502
47.38666666666667,37.0,1.332341454409256,1.1412900784657292,1.5553747330597476
48.102222222222224,37.0,1.3562248349174282,1.152320905156622,1.5962096969826332
48.81777777777778,37.0,1.3797284247982973,1.1631001830967778,1.6367038315890234
49.53333333333333,37.0,1.4027344396400632,1.1734957492660214,1.6767541845660912
50.24888888888889,37.0,1.425119886109053,1.1833565392815153,1.7162762213800742
50.964444444444446,37.0,1.446757011172167,1.1925111361822847,1.7552086398762772
51.68,37.0,1.467513850598119,1.200766768382296,1.7935180739542778
52.39555555555555,37.0,1.4872548798975418,1.2079090165027135,1.8312033833337007
53.111111111111114,37.0,1.5058417696048831,1.213702535474316,1.8682991662373034
53.82666666666667,37.0,1.5231342453437904,1.2178931215913567,1.9048780949740953
54.54222222222222,37.0,1.5389910514578895,1.2202114349661863,1.941051680550014
55.257777777777775,37.0,1.553271015141845,1.2203786067821136,1.9769691414383603
55.973333333333336,37.0,1.565834205991427,1.2181138054965195,2.012814196497347
56.68888888888889,37.0,1.5765431837310104,1.2131436103349744,2.048799819736441
57.404444444444444,37.0,1.5852643246049565,1.205212771086545,2.0851612587871826
58.120000000000005,37.0,1.5918692145755902,1.194095671229719,2.1221478792430934
58.83555555555556,37.0,1.5962360951023085,1.1796076207152386,2.160014590074062
59.55111111111111,37.0,1.5982513449379552,1.161615041420681,2.1990136753669147
60.266666666666666,37.0,1.597810979130557,1.140043697872529,2.239387779428439
60.98222222222223,37.0,1.5948221443265713,1.1148843504366117,2.281364583724162
61.69777777777778,37.0,1.5892045876056013,1.0861955119693876,2.325153430884244
62.413333333333334,37.0,1.5808920745079205,1.054103299595756,2.370943864989699
63.12888888888889,37.0,1.569833730717091,1.0187986283348975,2.4189058304140705
63.84444444444445,37.0,1.555995281100315,0.9805321581634417,2.4691911373322646
64.56,37.0,1.5393601595540685,0.9396074776931722,2.5219357626229186
65.27555555555556,37.0,1.519930463409859,0.8963730056883444,2.5772625892803016
65.99111111111111,37.0,1.4977277270722051,0.8512130452586931,2.6352842651267685
66.70666666666666,37.0,1.472793491122885,0.8045383617821175,2.696105954089197
67.42222222222222,37.0,1.4451896453512978,0.7567765932837843,2.7598278402981924
68.13777777777779,37.0,1.41499852706168,0.7083627506631596,2.8265473159229106
68.85333333333334,37.0,1.3823227595453165,0.6597300269635591,2.896360834675977
69.56888888888889,37.0,1.3472848197498948,0.6113011074873856,2.969365445761053
70.28444444444445,37.0,1.3100263288668301,0.5634801517662781,3.0456600413427544
71.0,37.0,1.270707064706629,0.5166455999010487,3.1253463585184775
