reference_cfr,exposed_cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci,n,method,hazard_ratio,lower_ci,upper_ci,n_events,family,n_reference,n_exposed,n_deaths,n_recoveries
0.3750000000000015,0.42857142857142844,1.2499999999999916,0.28898660156411915,5.406825062279914,1.142857142857138,0.476310267735853,2.7421673170898675,30,naive,,,,,,,,,
0.4615384615384617,0.4285714285714286,0.8749999999999998,0.191432817814118,3.9994448639596594,0.9285714285714284,0.39968496602762194,2.157311310777684,27,resolved,,,,,,,,,
,,,,,,,,30,competing_risks_hr,1.1273007273352253,0.36313242217701375,3.499568896194723,12.0,,,,,
0.4,0.4615,1.2855153203342617,0.2862332194488824,5.77343762542986,1.15375,0.49124767440679556,2.7097106650070404,30,delay_adjusted,,,,,gamma,16.0,14.0,,
0.4570345968627801,0.42857051627198717,0.8910103045816237,0.19212705489629028,4.132158083093413,0.9377200746154039,0.3991616910623594,2.202914152398824,30,parametric_mixture,,,,,gamma,16.0,14.0,12.0,15.0
