age,ref_age,hazard_ratio,hr_lower_ci,hr_upper_ci
1.0,30.0,1.5015593196038843,0.42810178557850825,5.266692329354466
1.6464646464646466,30.0,1.4880140399886956,0.43627522386563566,5.075204050288692
2.2929292929292933,30.0,1.4745909497518808,0.44460471170846205,4.890677970403454
2.9393939393939394,30.0,1.4612889466464125,0.45309322844848104,4.712860955576572
3.585858585858586,30.0,1.4481069383684233,0.46174381030960193,4.541509075226604
4.232323232323233,30.0,1.4350438424675105,0.47055955148416534,4.376387267687234
4.878787878787879,30.0,1.4220985862578492,0.4795436052396918,4.21726901774809
5.525252525252526,30.0,1.4092701067301083,0.48869918504676174,4.063936045919647
6.171717171717172,30.0,1.3965573504641609,0.4980295657284294,3.9161780089959475
6.818181818181818,30.0,1.3839592735425816,0.5075380846315808,3.7737922115043796
7.464646464646465,30.0,1.3714748414649245,0.5172281428206568,3.6365833276466484
8.11111111111111,30.0,1.3591030290627748,0.5271032062941654,3.5043631333495386
8.757575757575758,30.0,1.3468428204155656,0.5371668072244218,3.376950248057852
9.404040404040405,30.0,1.3346932087671555,0.547422545220957,3.2541698859153385
10.050505050505052,30.0,1.3226531964431578,0.5578740886180474,3.1358536159922816
10.696969696969697,30.0,1.3107217947690157,0.5685251757868274,3.0218391312308093
11.343434343434344,30.0,1.2988980239888166,0.579379616472452,2.911970025790977
11.989898989898991,30.0,1.2871809131848386,0.5904412931567896,2.80609558049218
12.636363636363637,30.0,1.2755695001978231,0.6017141624471319,2.7040705560555645
13.282828282828284,30.0,1.2640628315479667,0.6132022564914167,2.6057549938638056
13.92929292929293,30.0,1.2526599623566241,0.624909684420471,2.5110140239649263
14.575757575757576,30.0,1.2413599562687208,0.6368406338177895,2.4197176800567943
15.222222222222223,30.0,1.2301618853758614,0.6489993722173758,2.331740721198463
15.86868686868687,30.0,1.2190648301401352,0.6613902486301776,2.246962460003812
16.515151515151516,30.0,1.2080678793186075,0.6740176950996699,2.165266597081766
17.161616161616163,30.0,1.1971701298884916,0.6868862282871319,2.086541061496017
17.80808080808081,30.0,1.1863706869729969,0.7000004510871979,2.010677857025343
18.454545454545457,30.0,1.175668663767845,0.7133650542742438,1.9375729140136755
19.101010101010104,30.0,1.16506318146845,0.7269848181802144,1.8671259466066366
19.747474747474747,30.0,1.1545533691977539,0.7408646144044813,1.7992403151787268
20.393939393939394,30.0,1.1441383639347134,0.7550094075563446,1.7338228937624345
21.04040404040404,30.0,1.1338173104434344,0.7694242570308062,1.6707839422974065
21.68686868686869,30.0,1.1235893612029417,0.7841143188182425,1.610036983524428
22.333333333333336,30.0,1.1134536763375846,0.7990848473486322,1.55149868435533
