age,ref_age,cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci
1.0,30.0,0.9298498733461679,0.653556626788662,0.20725929780772945,2.060878662319993,0.9756969534908437,0.9001298445667508,1.0576080226620208
1.6464646464646466,30.0,0.930465816283287,0.6597826753718251,0.21465954911759,2.0279236610263243,0.9763432660456959,0.9029658772381621,1.0556834950047094
2.2929292929292933,30.0,0.9310767518951466,0.666068035848359,0.22232402847429014,1.9954956350127258,0.9769843243846354,0.9057722558191593,1.0537951057355766
2.9393939393939394,30.0,0.931682713868791,0.672413273247696,0.23026217021428874,1.9635861575477478,0.9776201638556766,0.9085490728985588,1.0519422816954547
3.585858585858586,30.0,0.9322837357884726,0.6788189579819702,0.23848374552967155,1.9321869366497215,0.9782508196989734,0.9112964254875467,1.0501244594806005
4.232323232323233,30.0,0.9328798511335591,0.685285665897296,0.24699887449567634,1.9012898129320057,0.9788763270446238,0.9140144149028607,1.0483410852444908
4.878787878787879,30.0,0.9334710932764964,0.6918139783255342,0.25581803852766277,1.870886757482697,0.9794967209105317,0.9167031466508432,1.0465916145043066
5.525252525252526,30.0,0.9340574954808248,0.6984044821365513,0.26495209328286373,1.8409698697782346,0.9801120362003265,0.9193627303124058,1.0448755119519855
6.171717171717172,30.0,0.9346390908992476,0.7050577697909768,0.2744122820227953,1.8115313756303797,0.9807223077013347,0.9219932794289449,1.0431922512697183
6.818181818181818,30.0,0.9352159125717524,0.7117744393934636,0.28421024945277695,1.7825636251660146,0.9813275700826105,0.9245949113892541,1.041541314949782
7.464646464646465,30.0,0.9357879934237839,0.7185550947464547,0.29435805605559495,1.7540590908392524,0.9819278578930168,0.9271677473174635,1.0399221941185917
8.11111111111111,30.0,0.9363553662644685,0.7254003454044631,0.30486819293695305,1.7260103654753318,0.9825232055593635,0.9297119119620522,1.0383343883648657
8.757575757575758,30.0,0.9369180637848883,0.7323108067288678,0.31575359720098484,1.6984101603457915,0.9831136473845957,0.9322275335859571,1.0367774055717964
9.404040404040405,30.0,0.9374761185564044,0.7392870999432333,0.32702766787475235,1.6712513032744263,0.9836992175460347,0.9347147438578158,1.035250761753125
10.050505050505052,30.0,0.9380295630290311,0.746329852189154,0.3387042824013337,1.6445267367735275,0.9842799500936716,0.9371736777443759,1.0337539808930198
10.696969696969697,30.0,0.9385784295298558,0.7534396965826333,0.3507978137218009,1.6182295162099287,0.98485587894851,0.9396044734040926,1.0322865947896598
11.343434343434344,30.0,0.9391227502615096,0.7606172722709968,0.3633231479671153,1.5923528080003746,0.9854270379009603,0.9420072720819485,1.03084814290243
11.989898989898991,30.0,0.9396625573006818,0.7678632244903499,0.3762957027817155,1.5668898878357516,0.985993460609282,0.9443822180055134,1.0294381722026367
12.636363636363637,30.0,0.9401978825966832,0.7751782046235819,0.3897314463013552,1.5418341389337111,0.986555180598075,0.9467294582822733,1.028056237027651
13.282828282828284,30.0,0.9407287579700542,0.7825628702589228,0.40364691680855036,1.517179050319235,0.9871122312568199,0.9490491427982476,1.0267018989383956
13.92929292929293,30.0,0.9412552151112175,0.7900178852490579,0.41805924308982867,1.4929182151326978,0.9876646458384641,0.9513414241179134,1.0253747265800899
14.575757575757576,30.0,0.9417772855791766,0.7975439197708055,0.43298616551984104,1.469045328964982,0.9882124574580563,0.9536064573854587,1.0240742955461681
15.222222222222223,30.0,0.9422950008002563,0.8051416503853633,0.44844605789828657,1.4455541882192195,0.9887556990914239,0.9558444002273749,1.0228001882452953
15.86868686868687,30.0,0.942808392066888,0.8128117600991287,0.46445795006653184,1.4224386884987241,0.9892944035739,0.9580554126564143,1.021551993771397
16.515151515151516,30.0,0.9433174905364364,0.8205549384250977,0.4810415513317619,1.3996928230207109,0.9898286035990909,0.9602396569769149,1.020329307776632
17.161616161616163,30.0,0.9438223272300684,0.828371881444851,0.4982172747274988,1.377310681055371,0.9903583317176897,0.9623972976915137,1.0191317323472304
17.80808080808081,30.0,0.9443229330316637,0.836263291871127,0.5160062621403463,1.3552864463899168,0.9908836203363338,0.964528501409256,1.017958875882128
18.454545454545457,30.0,0.9448193386867648,0.8442298791109947,0.5344304103338946,1.3336143958171807,0.9914045017165021,0.9666334367551089,1.0168103529743235
19.101010101010104,30.0,0.9453115748015689,0.8522723593296256,0.5535123979018134,1.3122888976483877,0.9919210079734575,0.968712274280894,1.0156857842948936
19.747474747474747,30.0,0.9457996718419569,0.8603914555146746,0.5732757131833156,1.2913044102497047,0.9924331710752285,0.9707651863776368,1.0145847964795984
20.393939393939394,30.0,0.9462836601325628,0.8685878975412734,0.5937446831753477,1.2706554806021955,0.9929410228416327,0.9727923471893478,1.0135070220180118
21.04040404040404,30.0,0.9467635698558805,0.876862422237644,0.6149445034770994,1.250336742884802,0.9934445949433384,0.9747939325282357,1.0124520991451147
21.68686868686869,30.0,0.9472394310514084,0.8852157734513362,0.6369012693036903,1.2303429170799849,0.9939439189009684,0.9767701197913571,1.0114196717352908
22.333333333333336,30.0,0.947711273614831,0.8936487021160967,0.6596420076072081,1.2106688076016605,0.994439026084241,0.9787210878787058,1.0104093891986625
22.979797979797983,30.0,0.948179127297236,0.9021619663193754,0.6831947103446396,1.1913093019450771,0.9949299477111476,0.9806470171127425,1.0094209063797135
