date,n,naive,naive_lower,naive_upper,resolved,resolved_lower,resolved_upper,delay_adjusted,delay_adjusted_lower,delay_adjusted_upper,competing_risks,kaplan_meier,parametric_mixture,parametric_mixture_success
1995-05-18,216,0.5972222222222222,0.5285356234984264,0.6632018821425292,0.9148936170212766,0.8560554152511083,0.9552495575373725,0.8658,0.805,0.914,0.8670329209181672,0.91248386304296,0.9163334598698913,True
1995-05-19,219,0.6027397260273972,0.5346165842626576,0.6680417860966164,0.9166666666666666,0.8589580594157762,0.9561982121301738,0.8462000000000001,0.7842,0.8969,0.8605656339741493,0.9125067384677191,0.9184082133156144,True
1995-05-20,221,0.6244343891402715,0.5569974321938755,0.6884844352913431,0.9139072847682119,0.857278541862568,0.9533612528931042,0.8519,0.7919,0.9008,0.9187345381625185,0.9187345381625186,0.9152616429768635,True
1995-05-21,229,0.6244541484716157,0.5582623384361246,0.687378564246121,0.89375,0.8353387790599096,0.936875678691764,0.8512000000000001,0.7923,0.8995000000000001,0.8851181010955592,0.885118101095559,0.8874726068742239,True
1995-05-22,233,0.6180257510729614,0.5523105581766257,0.6806967097458769,0.8727272727272727,0.8120504419496146,0.919460034404323,0.8276,0.7669,0.8787,0.8621297819553373,0.8621297819553371,0.8626628136647508,True
1995-05-23,237,0.6455696202531646,0.5810347133152964,0.7064117434262669,0.8793103448275862,0.8214452976765094,0.9237162481112249,0.8500000000000001,0.7931,0.897,0.8680688765335807,0.8680688765335804,0.8706641711639143,True
1995-05-24,238,0.6722689075630253,0.6086631334984056,0.7315197615955226,0.8791208791208791,0.8227226101983326,0.9226729095148348,0.8602000000000001,0.8057000000000001,0.9049,0.8652806552944998,0.8652806552944996,0.8693849461547453,True
1995-05-25,241,0.6887966804979253,0.6262028090827387,0.7466753677138176,0.8829787234042553,0.8282015545336496,0.9251916764897676,0.8646,0.8115,0.908,0.8705856162026366,0.8705856162026364,0.8740310261636608,True
1995-05-26,246,0.6991869918699187,0.6376847217347155,0.7558152596385854,0.8865979381443299,0.8333524220183026,0.9275514519385704,0.8731,0.8220000000000001,0.9146000000000001,0.87431188769724,0.8743118876972402,0.8780463170745048,True
1995-05-27,249,0.714859437751004,0.6544377791301439,0.770084428962367,0.89,0.8382037844304998,0.9297668364707883,0.8812000000000001,0.8319000000000001,0.9209,0.8795567352199704,0.8795567352199704,0.8825548393868788,True
1995-05-28,250,0.74,0.680976722164264,0.7932348512704173,0.893719806763285,0.8435188306015237,0.9321860365258712,0.8937,0.8470000000000001,0.9308000000000001,0.8852375636185625,0.8852375636185625,0.887254297322186,True
1995-05-29,251,0.749003984063745,0.6906154386304373,0.8014081863785746,0.8867924528301887,0.8362508315424261,0.9261042354663127,0.8868,0.8396,0.9247000000000001,0.8778139704343539,0.8778139704343537,0.8801856256285873,True
1995-05-30,254,0.7519685039370079,0.6941258965466472,0.803827163467694,0.8842592592592593,0.8338987157348785,0.9236816530708305,0.8843000000000001,0.8372,0.9223,0.8765732317996568,0.8765732317996568,0.8781762943473284,True
1995-05-31,255,0.7529411764705882,0.6952784822203336,0.8046204185722399,0.8847926267281107,0.8346421148882408,0.9240401471213551,0.8727,0.8245,0.9123,0.8785761124757677,0.878576112475768,0.8785875069550405,True
1995-06-01,258,0.751937984496124,0.6945791134516045,0.8034079267098082,0.8858447488584474,0.836109151440722,0.9247471204601093,0.8661000000000001,0.8175,0.9064000000000001,0.8799370999774868,0.8799370999774871,0.8795246376493907,True
1995-06-02,261,0.7509578544061303,0.6938984707491938,0.8022200843293295,0.8868778280542986,0.837550416799379,0.9254410489248076,0.8596,0.8107000000000001,0.9006000000000001,0.8815970315580429,0.8815970315580431,0.8804706332542189,True
1995-06-03,265,0.7509433962264151,0.6943489127818514,0.8018299861574927,0.8805309734513275,0.8309552616466683,0.9197737689192735,0.8578,0.809,0.8986000000000001,0.8767195442395389,0.8767195442395394,0.8757416971456626,True
1995-06-04,267,0.7490636704119851,0.6925906045052869,0.7999153361094569,0.8810572687224669,0.8316787508290835,0.920134054245246,0.8511000000000001,0.8019000000000001,0.8926000000000001,0.8789125116795208,0.8789125116795203,0.8761339251144616,True
1995-06-05,272,0.7389705882352942,0.6825077363901138,0.7901435090385359,0.881578947368421,0.8323960811828648,0.92049111635799,0.8445,0.795,0.8867,0.8794555679981397,0.8794555679981398,0.8764982354934385,True
1995-06-06,275,0.730909090909091,0.6743644839457769,0.7824009326183566,0.881578947368421,0.8323960811828648,0.92049111635799,0.8306,0.78,0.8742000000000001,0.8803033714732559,0.880303371473256,0.8762806021053153,True
1995-06-07,278,0.7266187050359713,0.670191325685044,0.7781425635388918,0.8820960698689956,0.8331073309106422,0.9208449983419292,0.8245,0.7737,0.8686,0.8814175297580573,0.8814175297580571,0.8773828962006227,True
1995-06-08,279,0.7275985663082437,0.6713267340909339,0.7789633729449116,0.8826086956521739,0.8338125768986003,0.9211957425165898,0.8185,0.7675000000000001,0.8631000000000001,0.8825292811375036,0.8825292811375032,0.8777656172991543,True
1995-06-10,281,0.7295373665480427,0.6735743607768869,0.7805868593810359,0.8798283261802575,0.8310194014521186,0.918641922639987,0.8039000000000001,0.7523000000000001,0.8494,0.8810536016939393,0.8810536016939393,0.8767476952686579,True
1995-06-11,282,0.7411347517730497,0.6858680443245271,0.7912552731191436,0.8744769874476988,0.8256792413638767,0.9136837149187294,0.8132,0.7627,0.8576,0.8777277621230457,0.8777277621230457,0.8731179263438202,True
1995-06-13,284,0.7570422535211268,0.7028666948749334,0.8057665271745527,0.8704453441295547,0.8220544851232146,0.9096695441109316,0.8175,0.7679,0.8609,0.8753393293410718,0.8753393293410716,0.8355100527306235,True
1995-06-17,285,0.7649122807017544,0.7113084517775086,0.8129152479269576,0.8650793650793651,0.816595253166735,0.9047211646401729,0.8044,0.7545000000000001,0.8486,0.8665749236356077,0.866574923635608,0.8192819292672331,True
1995-06-18,287,0.759581881533101,0.705860545052726,0.8078557168654426,0.8650793650793651,0.816595253166735,0.9047211646401729,0.7985,0.7484000000000001,0.8431000000000001,0.8670730054525574,0.8670730054525574,0.8162545400146687,True
1995-06-20,288,0.7604166666666666,0.7068451788810064,0.8085421425113481,0.8622047244094488,0.8136036383217015,0.9021078882778089,0.7935,0.7432000000000001,0.8383,0.8656688313664453,0.8656688313664457,0.8084950929064567,True
