reference_cfr,exposed_cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci,n,method,hazard_ratio,lower_ci,upper_ci,n_events,family,n_reference,n_exposed,reference_km_cfr,exposed_km_cfr,n_deaths,n_recoveries
0.5789473684210528,0.41666666666666674,0.5194805194805194,0.13933209614380596,1.9368115286317467,0.7196969696969697,0.3495157029480364,1.4819469449359999,50,naive,,,,,,,,,,,
0.7096774193544966,0.5555555555555556,0.5113636363644856,0.11112055179609175,2.353234972012683,0.7828282828286602,0.4185051586681311,1.4643072079367772,40,resolved,,,,,,,,,,,
,,,,,,,,50,competing_risks_hr,0.6145843494224661,0.23245787543703764,1.6248704064979789,27.0,,,,,,,
0.6111,0.5556,0.7956349390461874,0.18188398472689116,3.480432635020435,0.9091801669121257,0.47949763410228163,1.7239054316794333,49,delay_adjusted,,,,,gamma,38.0,11.0,,,,
,,0.38502673796791437,0.19342718849427473,0.7664154667408657,0.6831955922865014,0.5533112544908312,0.8435689921926899,49,kaplan_meier_ghani,,,,,,38.0,11.0,0.7096774193548387,0.48484848484848486,,
0.754353148811294,0.5144431270772006,0.34501164803094486,0.07660227699091653,1.553909909115933,0.6819659040170477,0.35283208175276826,1.31812700231628,49,parametric_mixture,,,,,gamma,38.0,11.0,,,27.0,13.0
