age,ref_age,cfr,odds_ratio,or_lower_ci,or_upper_ci,risk_ratio,rr_lower_ci,rr_upper_ci,cutoff,frac,days_since_start,n,n_deaths
0.1,34.5,0.7680642980809849,1.8548834326968535,0.3735363801415025,9.21086333703267,1.1982779890214819,0.8404915734973698,1.7083694640727527,2014-09-01 14:24:00,0.4,37,48,30
1.4033898305084747,34.5,0.7638680786446456,1.811967106845922,0.3877366794109925,8.467666255560601,1.1917313530168756,0.8419009970141303,1.6869247367568996,2014-09-01 14:24:00,0.4,37,48,30
2.7067796610169492,34.5,0.7596197007046124,1.7700437334318269,0.40247681498576204,7.784435529217042,1.1851033431128801,0.8435807151090401,1.6648909922932331,2014-09-01 14:24:00,0.4,37,48,30
4.010169491525423,34.5,0.7553193713456715,1.7290903385740624,0.4177773091964302,7.156332651720073,1.1783942823880988,0.845539683430639,1.6422802051476664,2014-09-01 14:24:00,0.4,37,48,30
5.313559322033898,34.5,0.7509673315592993,1.6890844799374085,0.43365946454725374,6.5789095214236895,1.1716045468198852,0.8477872029837048,1.6191058431857603,2014-09-01 14:24:00,0.4,37,48,30
6.6169491525423725,34.5,0.7465638568390118,1.6500042344335977,0.4501453933750832,6.048076940732505,1.1647345662131618,0.8503329408638088,1.5953828724471808,2014-09-01 14:24:00,0.4,37,48,30
7.920338983050847,34.5,0.7421092577414391,1.6118281862075299,0.4672580486358291,5.560075657204727,1.1577848250757687,0.8531869521701808,1.571127755489107,2014-09-01 14:24:00,0.4,37,48,30
9.22372881355932,34.5,0.7376038804108005,1.5745354149014514,0.4850212558613023,5.111449741262127,1.1507558634367117,0.8563597031592697,1.5463584430101138,2014-09-01 14:24:00,0.4,37,48,30
10.527118644067796,34.5,0.7330481070644612,1.5381054841906594,0.5034597463309196,4.699022111973146,1.1436482776036911,0.8598620957050079,1.5210943585011805,2014-09-01 14:24:00,0.4,37,48,30
11.830508474576272,34.5,0.7284423564372847,1.5025184305844617,0.5225991915044589,4.31987203758759,1.1364627208563505,0.8637054931356718,1.4953563757100492,2014-09-01 14:24:00,0.4,37,48,30
13.133898305084745,34.5,0.7237870841825202,1.4677547524862427,0.5424662387638065,3.971314451485986,1.1291999040717087,0.8679017475213066,1.4691667887490374,2014-09-01 14:24:00,0.4,37,48,30
14.437288135593219,34.5,0.7190827832270119,1.4337953995066492,0.5630885485134554,3.6508809370633264,1.1218605962783343,0.8724632284900329,1.4425492747243704,2014-09-01 14:24:00,0.4,37,48,30
15.740677966101694,34.5,0.7143299840785673,1.4006217620240344,0.5844948326914109,3.3563022468857806,1.1144456251358783,0.8774028536561442,1.4155288488168472,2014-09-01 14:24:00,0.4,37,48,30
17.04406779661017,34.5,0.7095292550833859,1.3682156609864424,0.60671489474412,3.085492232324515,1.1069558773366954,0.8827341207477637,1.3881318117988442,2014-09-01 14:24:00,0.4,37,48,30
18.347457627118644,34.5,0.7046812026315213,1.3365593379495448,0.6297796711210821,2.836533069859398,1.099392298926391,0.8884711415269776,1.360385690030828,2014-09-01 14:24:00,0.4,37,48,30
19.65084745762712,34.5,0.6997864713084323,1.305635445345064,0.6537212743469113,2.607661679428191,1.0917558955402604,0.8946286776007876,1.3323191680412398,2014-09-01 14:24:00,0.4,37,48,30
20.954237288135594,34.5,0.6948457439907749,1.2754270369743628,0.6785730377308207,2.3972572386386135,1.084047732552737,0.9012221782269786,1.3039620138562091,2014-09-01 14:24:00,0.4,37,48,30
22.25762711864407,34.5,0.6898597418846877,1.2459175587219764,0.7043695617757725,2.203829704421397,1.0762689351371213,0.9082678202250457,1.2753449973094741,2014-09-01 14:24:00,0.4,37,48,30
23.561016949152545,34.5,0.6848292245049392,1.217090839484009,0.7311467623519158,2.0260092608368896,1.068420688233049,0.9157825501087351,1.2464998016274098,2014-09-01 14:24:00,0.4,37,48,30
24.864406779661017,34.5,0.6797549895934302,1.1889310823064185,0.7589419207013726,1.862536618306681,1.0605042364193433,0.9237841285634821,1.2174589286484885,2014-09-01 14:24:00,0.4,37,48,30
26.167796610169493,34.5,0.674637872975676,1.1614228557283326,0.787793735344001,1.7122540955712702,1.0525208836901108,0.932291177399146,1.188255598100039,2014-09-01 14:24:00,0.4,37,48,30
27.471186440677968,34.5,0.6694787483540406,1.134551085325657,0.8177423759564003,1.574097421217971,1.0444719931321584,0.9413232291159207,1.1589236414170336,2014-09-01 14:24:00,0.4,37,48,30
28.77457627118644,34.5,0.664278527036646,1.1083010454503366,0.8488295392991666,1.4470881967190692,1.0363589865020582,0.9509007792291787,1.1294973906470178,2014-09-01 14:24:00,0.4,37,48,30
30.077966101694916,34.5,0.6590381576010402,1.0826583511607446,0.8810985072702788,1.3303269676049319,1.0281833437014274,0.9610453415072905,1.1000115630413552,2014-09-01 14:24:00,0.4,37,48,30
31.38135593220339,34.5,0.6537586254918847,1.057608950338779,0.9145942071654254,1.2229868537035038,1.0199466021492687,0.9717795062851752,1.0705011419849373,2014-09-01 14:24:00,0.4,37,48,30
32.68474576271186,34.5,0.6484409525520883,1.0331391159893457,0.949363274229178,1.1243076933367662,1.0116503560504801,0.9831270020254769,1.0410012549635392,2014-09-01 14:24:00,0.4,37,48,30
33.98813559322034,34.5,0.6430861964870174,1.0092354387180051,0.9854541165841075,1.033590660004505,1.0032962555599543,0.9951127603088992,1.011547049309426,2014-09-01 14:24:00,0.4,37,48,30
35.291525423728814,34.5,0.6376954502615848,0.9858848193826669,0.9501933134318259,1.02291698262822,0.9948860058419607,0.9821735665008693,1.0077629844452691,2014-09-01 14:24:00,0.4,37,48,30
36.594915254237286,34.5,0.6322698414302359,0.9630744619152993,0.8735250499328361,1.0618040309945986,0.986421366024839,0.9529156158192895,1.0211052219075334,2014-09-01 14:24:00,0.4,37,48,30
37.898305084745765,34.5,0.6268105314000417,0.9407918663097229,0.8030429198709692,1.1021694031705618,0.9779041480513301,0.9238076481883517,1.0351684408018909,2014-09-01 14:24:00,0.4,37,48,30
39.20169491525424,34.5,0.6213187146273212,0.9190248217716457,0.7382477825959011,1.1440692988775591,0.969336215425205,0.89488363103178,1.0499831105989814,2014-09-01 14:24:00,0.4,37,48,30
40.505084745762716,34.5,0.6157956177484264,0.897761400027185,0.6786807716271717,1.1875620543166472,0.9607194818551789,0.8661769249909731,1.0655812873630894,2014-09-01 14:24:00,0.4,37,48,30
41.80847457627119,34.5,0.6102424986455344,0.8769899487862101,0.6239200450515655,1.2327082233885822,0.9520559097974284,0.8377201633389881,1.0819967037291245,2014-09-01 14:24:00,0.4,37,48,30
43.11186440677966,34.5,0.6046606454485085,0.8566990853569222,0.5735777981212552,1.2795706620015173,0.9433475088983672,0.8095451349143749,1.0992648638903617,2014-09-01 14:24:00,0.4,37,48,30
44.41525423728814,34.5,0.5990513754741024,0.8368776904081748,0.5272975168964747,1.328214615583757,0.9345963343396699,0.7816826713764116,1.117423143873861,2014-09-01 14:24:00,0.4,37,48,30
45.71864406779661,34.5,0.5934160341039981,0.8175149018761141,0.48475145348357707,1.3787078099233692,0.9258044850878693,0.7541625395528089,1.1365108973949467,2014-09-01 14:24:00,0.4,37,48,30
47.02203389830509,34.5,0.5877559936033815,0.7986001090118007,0.4456383049885959,1.431120545461146,0.9169741020511825,0.7270133396120582,1.1565695675972798,2014-09-01 14:24:00,0.4,37,48,30
48.32542372881356,34.5,0.582072651881966,0.7801229465665522,0.4096810797491238,1.48552579516819,0.9081073661465519,0.7002624097457604,1.1776428050008152,2014-09-01 14:24:00,0.4,37,48,30
49.62881355932203,34.5,0.5763674311995871,0.7620732891118186,0.37662513573356965,1.5419993061444015,0.8992064962802064,0.6739357379919261,1.1997765919963899,2014-09-01 14:24:00,0.4,37,48,30
50.93220338983051,34.5,0.5706417768186827,0.7444412454904774,0.34623637721613143,1.6006197050793107,0.890273747245361,0.6480578817690535,1.2230193742427917,2014-09-01 14:24:00,0.4,37,48,30
52.235593220338984,34.5,0.5648971556061784,0.7272171533965114,0.3182995969566835,1.6614686077220961,0.8813114075409785,0.6226518956234814,1.2474221993399957,2014-09-01 14:24:00,0.4,37,48,30
53.538983050847456,34.5,0.5591350545874793,0.710391574080093,0.2926169521452198,1.724630732513206,0.8723217971158141,0.5977392676198949,1.2730388631707767,2014-09-01 14:24:00,0.4,37,48,30
54.842372881355935,34.5,0.5533569794554489,0.6939552871751788,0.26900656331779876,1.7901940185357617,0.8633072650422321,0.5733398647278724,1.299926064322153,2014-09-01 14:24:00,0.4,37,48,30
56.14576271186441,34.5,0.5475644530374317,0.6778992856467777,0.24730122632177473,1.8582497479510018,0.8542701871245659,0.5494718874769546,1.3281435670181547,2014-09-01 14:24:00,0.4,37,48,30
57.44915254237288,34.5,0.5417590137235275,0.6622147708551221,0.2273472282087144,1.928892673088208,0.845212963447027,0.5261518340699297,1.357754373016132,2014-09-01 14:24:00,0.4,37,48,30
58.75254237288136,34.5,0.5359422138594844,0.6468931477340412,0.20900325866938224,2.0022211483660444,0.8361380158664129,0.5033944740599441,1.3888249029403725,2014-09-01 14:24:00,0.4,37,48,30
60.05593220338983,34.5,0.5301156181077075,0.63192602008089,0.19213940930178572,2.0783372672290303,0.8270477854550728,0.48121283161270945,1.4214251875491235,2014-09-01 14:24:00,0.4,37,48,30
61.35932203389831,34.5,0.5242808017800059,0.6173051859554575,0.17663625362529978,2.1573470042897327,0.8179447298997804,0.45961817829159446,1.455629069454192,2014-09-01 14:24:00,0.4,37,48,30
62.66271186440678,34.5,0.5184393491458151,0.6030226331853267,0.16238400132570455,2.2393603628746357,0.8088313208623454,0.43862003522179854,1.4915144158362732,2014-09-01 14:24:00,0.4,37,48,30
63.96610169491525,34.5,0.5125928517197227,0.5890705349752299,0.1492817207416678,2.32449152817909,0.7997100413079368,0.4182261844111153,1.529163342723849,2014-09-01 14:24:00,0.4,37,48,30
65.26949152542372,34.5,0.5067429065322138,0.5754412456179882,0.13723662408647458,2.4128590262445595,0.790583382807225,0.3984426889299859,1.5686624514291028,2014-09-01 14:24:00,0.4,37,48,30
66.5728813559322,34.5,0.5008911143876125,0.5621272963046872,0.12616341034308132,2.5045858889795456,0.7814538428185492,0.3792739215834448,1.6101030777607077,2014-09-01 14:24:00,0.4,37,48,30
67.87627118644068,34.5,0.4950390781132517,0.5491213910317936,0.11598366117900918,2.5997998254538963,0.7723239219563998,0.3607226016430444,1.6535815546605812,2014-09-01 14:24:00,0.4,37,48,30
69.17966101694914,34.5,0.4891884008039363,0.5364164026029663,0.106625285603061,2.698633399705023,0.763196121252557,0.34278983914852534,1.6991994889398496,2014-09-01 14:24:00,0.4,37,48,30
70.48305084745762,34.5,0.4833406840657832,0.5240053687233749,0.0980220094310307,2.801224215303589,0.7540729394162591,0.3254751862375136,1.747064052818225,2014-09-01 14:24:00,0.4,37,48,30
71.7864406779661,34.5,0.47749752626352654,0.5118814881843841,0.09011290594490319,2.907715106935577,0.7449568700997745,0.30877669491732945,1.797288291000832,2014-09-01 14:24:00,0.4,37,48,30
73.08983050847456,34.5,0.47166052077535925,0.5000381171365114,0.082841964421761,3.0182543392675414,0.7358503991757335,0.2926909806564059,1.8499914440572818,2014-09-01 14:24:00,0.4,37,48,30
74.39322033898304,34.5,0.4658312542593541,0.48846876544861806,0.0761576934768075,3.1329958133718825,0.7267560020325241,0.2772132911440963,1.9052992888993603,2014-09-01 14:24:00,0.4,37,48,30
75.69661016949152,34.5,0.46001130493546255,0.47716709315133726,0.07001275641145724,3.2520992809995537,0.7176761408939916,0.2623375795468687,1.9633444971862035,2014-09-01 14:24:00,0.4,37,48,30
77.0,34.5,0.45420224088702355,0.4661269069627902,0.06436363598410187,3.375730566998506,0.7086132621695772,0.24805658157601793,2.024267012519196,2014-09-01 14:24:00,0.4,37,48,30
0.1,34.5,0.4006283921106698,0.4108964616449357,0.1275111591581899,1.324087266612257,0.6469080650028314,0.3194500350994643,1.3100328645617645,2014-09-15 16:48:00,0.55,51,63,39
1.4033898305084747,34.5,0.4087468453104589,0.42497930984048643,0.13786000574973,1.310078385752932,0.6600172029314304,0.33778397550121014,1.2896488281276335,2014-09-15 16:48:00,0.55,51,63,39
2.7067796610169492,34.5,0.4169153788638831,0.4395448261332628,0.149048768051254,1.2962177192506807,0.673207207282137,0.35683747660966847,1.2700682345435423,2014-09-15 16:48:00,0.55,51,63,39
4.010169491525423,34.5,0.4251297784376001,0.45460955323457186,0.16114561389128648,1.2825036989933996,0.686471273029942,0.37660996468421665,1.2512754650304623,2014-09-15 16:48:00,0.55,51,63,39
5.313559322033898,34.5,0.4333857298963065,0.4701906008318663,0.1742242436211877,1.268934773459654,0.6998024339962715,0.3970983148663204,1.2332549101649222,2014-09-15 16:48:00,0.55,51,63,39
6.6169491525423725,34.5,0.4416788279564132,0.4863056650209851,0.18836433913648257,1.2555094075431519,0.7131935768223655,0.418296748938966,1.2159909903935116,2014-09-15 16:48:00,0.55,51,63,39
7.920338983050847,34.5,0.45000458525903936,0.5029730484044052,0.20365204934090417,1.2422260823790683,0.7266374556197455,0.4401967495004347,1.1994681753301226,2014-09-15 16:48:00,0.55,51,63,39
9.22372881355932,34.5,0.45835844182436103,0.5202116808783285,0.22018051501085487,1.2290832951722106,0.740126707236467,0.46278699227893594,1.1836710017867715,2014-09-15 16:48:00,0.55,51,63,39
10.527118644067796,34.5,0.46673577484634554,0.5380411411322169,0.23805043625803596,1.2160795590270037,0.7536538670730052,0.48605329815097253,1.1685840904996203,2014-09-15 16:48:00,0.55,51,63,39
11.830508474576272,34.5,0.4751319087841821,0.5564816788851885,0.2573706860475256,1.2032134027792685,0.7672113853772248,0.509978606227922,1.1541921615225066,2014-09-15 16:48:00,0.55,51,63,39
13.133898305084745,34.5,0.4835421257043377,0.575554237884534,0.2782589735091818,1.1904833708297853,0.780791643944044,0.5345429691446092,1.1404800482707664,2014-09-15 16:48:00,0.55,51,63,39
14.437288135593219,34.5,0.49196167582512706,0.5952804796924711,0.30084256108361074,1.1778880229796154,0.7943869731421045,0.5597235714238394,1.127432710208347,2014-09-15 16:48:00,0.55,51,63,39
15.740677966101694,34.5,0.5003857882140315,0.6156828082881547,0.32525903987193294,1.1654259342671653,0.8079896691870895,0.5854947715061343,1.1150352441810358,2014-09-15 16:48:00,0.55,51,63,39
17.04406779661017,34.5,0.5088096815867482,0.636784395512882,0.35165716791318397,1.1530956948069766,0.8215920115793106,0.6118281677291645,1.1032728944080648,2014-09-15 16:48:00,0.55,51,63,39
18.347457627118644,34.5,0.5172285751561152,0.6586092073873941,0.3801977764965798,1.1408959096302174,0.835186280621829,0.6386926882221922,1.09213106115325,2014-09-15 16:48:00,0.55,51,63,39
19.65084745762712,34.5,0.5256376994786363,0.6811820313311628,0.4110547500303745,1.1288251985268674,0.8487647749347024,0.6660547043533113,1.0815953081052276,2014-09-15 16:48:00,0.55,51,63,39
20.954237288135594,34.5,0.534032307246362,0.7045285043145763,0.44441608543718997,1.1168821958895665,0.8623198288809965,0.6938781670379509,1.0716513685041207,2014-09-15 16:48:00,0.55,51,63,39
22.25762711864407,34.5,0.5424076839723267,0.728675141975998,0.4804850375302102,1.1050655505591196,0.8758438298209171,0.7221247648926107,1.0622851500591448,2014-09-15 16:48:00,0.55,51,63,39
23.561016949152545,34.5,0.5507591585186183,0.7536493687367697,0.5194813573484757,1.0933739256716333,0.8893292351118369,0.7507541029048619,1.0534827387081642,2014-09-15 16:48:00,0.55,51,63,39
24.864406779661017,34.5,0.5590821134174532,0.7794795489483577,0.5616426309958659,1.081805998507274,0.90276858877408,0.7797238999958137,1.0452304012760407,2014-09-15 16:48:00,0.55,51,63,39
26.167796610169493,34.5,0.567371994937319,0.8061950191070221,0.6072257271406852,1.07036046034062,0.91615453774506,0.8089902035806374,1.0375145870937632,2014-09-15 16:48:00,0.55,51,63,39
