date,n,naive,resolved,delay_adjusted,competing_risks,kaplan_meier,parametric_mixture,parametric_mixture_success
1995-06-02,261,0.7509578544061303,0.8868778280542986,0.8595884775331881,0.8815970315580429,0.6632473379536203,0.8804706332542189,True
1995-06-03,265,0.7509433962264151,0.8805309734513275,0.8593968300494164,0.8767195442395389,0.6658980899653546,0.8757416971456626,True
1995-06-04,267,0.7490636704119851,0.8810572687224669,0.8510627659359774,0.8789125116795208,0.674491071836727,0.8761339251144616,True
1995-06-05,272,0.7389705882352942,0.881578947368421,0.843296716252032,0.8794555679981397,0.6785771135112332,0.8764982354934385,True
1995-06-06,275,0.730909090909091,0.881578947368421,0.8317383195926402,0.8803033714732559,0.684133821377092,0.8762806021053153,True
1995-06-07,278,0.7266187050359713,0.8820960698689956,0.8246041573525893,0.8814175297580573,0.6884816121866645,0.8773828962006227,True
1995-06-08,279,0.7275985663082437,0.8826086956521739,0.8177301739267763,0.8825292811375036,0.6954900852227741,0.8777656172991543,True
1995-06-10,281,0.7295373665480427,0.8798283261802575,0.805486362190752,0.8810536016939393,0.7048073966054075,0.8767476952686579,True
1995-06-11,282,0.7411347517730497,0.8744769874476988,0.8119904889385552,0.8777277621230457,0.704568308313017,0.8731179263438202,True
1995-06-13,284,0.7570422535211268,0.8704453441295547,0.8185261257497124,0.8753393293410718,0.7032709069675872,0.8355100527306235,True
1995-06-17,285,0.7649122807017544,0.8650793650793651,0.8040652662722949,0.8665749236356077,0.6845192238596516,0.8192819292672331,True
1995-06-18,287,0.759581881533101,0.8650793650793651,0.7991483284506256,0.8670730054525574,0.6888900752255767,0.8162545400146687,True
1995-06-20,288,0.7604166666666666,0.8622047244094488,0.7939848130636945,0.8656688313664453,0.6939464525883966,0.8084950929064567,True
